0,128
0.00177774,128
0.00241623,128
0.00453517,128
0.00567552,128
0.00666698,128
0.00807578,128
0.00910601,128
0.010523,128
0.0112288,128
0.0114324,128
0.0117294,128
0.0118634,128
0.0122737,128
0.0123009,128
0.0126114,128
0.0131583,128
0.0133019,128
0.0154923,128
0.0160558,128
0.017059,128
0.0185288,128
0.0216095,128
0.0220524,128
0.0231304,128
0.0244696,128
0.0248126,128
0.0248915,128
0.0258719,128
0.0268952,128
0.0272515,128
0.0282461,128
0.0313293,128
0.0319284,128
0.0328849,128
0.033204,128
0.0332275,128
0.0332277,128
0.0354347,128
0.0356432,128
0.0401782,128
0.0409984,128
0.0410496,128
0.0432031,128
0.0438273,128
0.0457709,128
0.0475698,128
0.0478095,128
0.0482646,128
0.0483946,128
0.0484935,128
0.050056,128
0.050232,128
0.0506713,128
0.0509147,128
0.0511428,128
0.0520218,128
0.0522554,128
0.0526711,128
0.0533586,128
0.0571028,128
0.0580838,128
0.0585942,128
0.059138,128
0.0595523,128
0.0605055,128
0.0612837,128
0.0615008,128
0.0633785,128
0.0636906,128
0.0640472,128
0.0682783,128
0.0687683,128
0.0703134,128
0.071088,128
0.0720837,128
0.0727607,128
0.0746343,128
0.0750519,128
0.0760617,128
0.0760932,128
0.0763074,128
0.0774463,128
0.0777438,128
0.0777714,128
0.0793427,128
0.0816642,128
0.0831387,128
0.0832288,128
0.0832974,128
0.0835344,128
0.0840506,128
0.084364,128
0.0844762,128
0.0853262,128
0.085958,128
0.0865468,128
0.086691,128
0.0898781,128
0.0909274,128
0.0918522,128
0.0920516,128
0.0925363,128
0.0932476,128
0.0945292,128
0.0979865,128
0.0986433,128
0.0991113,128
0.099158,128
0.0993137,128
0.0993402,128
0.099479,128
0.100175,128
0.10097,128
0.101361,128
0.10195,128
0.102025,128
0.10374,128
0.104673,128
0.105486,128
0.105901,128
0.10768,128
0.107924,128
0.108263,128
0.108302,128
0.108734,128
0.109483,128
0.110452,128
0.110665,128
0.110733,128
0.111055,128
0.11185,128
0.112357,128
0.112888,128
0.113261,128
0.113812,128
0.115736,128
0.11602,128
0.116429,128
0.117143,128
0.118326,128
0.118903,128
0.122848,128
0.12447,128
0.124756,128
0.125712,128
0.126014,128
0.127769,128
0.128698,128
0.129032,128
0.129148,128
0.130362,128
0.130678,128
0.131151,128
0.131357,128
0.132041,128
0.133537,128
0.140704,128
0.142857,128
0.144203,128
0.146213,128
0.146439,128
0.146794,128
0.146798,128
0.147195,128
0.14768,128
0.150042,128
0.151806,128
0.152164,128
0.152865,128
0.153181,128
0.15471,128
0.154996,128
0.158181,128
0.158925,128
0.15899,128
0.159527,128
0.159692,128
0.162881,128
0.165431,128
0.166047,128
0.166509,128
0.167901,128
0.170098,128
0.171494,128
0.173682,128
0.17398,128
0.175706,128
0.17695,128
0.17735,128
0.177396,128
0.177721,128
0.178059,128
0.178285,128
0.180224,128
0.182263,128
0.18278,128
0.183693,128
0.185281,128
0.185498,128
0.186623,128
0.18787,128
0.188035,128
0.188335,128
0.188471,128
0.189047,128
0.189245,128
0.19007,128
0.192154,128
0.19221,128
0.193438,128
0.194487,128
0.194976,128
0.197463,128
0.197991,128
0.198424,128
0.201073,128
0.201467,128
0.201541,128
0.202145,128
0.205219,128
0.205301,128
0.205907,128
0.207963,128
0.212139,128
0.21218,128
0.212183,128
0.212538,128
0.213153,128
0.214212,128
0.214262,128
0.216147,128
0.21617,128
0.217657,128
0.217918,128
0.220004,128
0.220379,128
